tract,Neighborhood,City,State,Incarceration_Rate_rP_gP_p75
24510060100,Patterson Park, Baltimore, MD,0.0256
24005401302,Gwynn Oak, Baltimore, MD,0.0255
24510130400,Woodbrook, Baltimore, MD,0.0254
24510280302,West Forest Park, Baltimore, MD,0.0253
24510260404,Baltimore Highlands, Baltimore, MD,0.0252
24510240100,Locust Point, Baltimore, MD,0.0247
24510280402,Rognel Heights, Baltimore, MD,0.0246
24510270901,New Northwood, Baltimore, MD,0.0239
24510271900,Glen, Baltimore, MD,0.0234
24510270802,Ramblewood, Baltimore, MD,0.0233
24510090200,Ednor Gardens - Lakeside, Baltimore, MD,0.0232
24510250102,Yale Heights, Baltimore, MD,0.0223
24005402303,Windsor Mill, Baltimore, MD,0.0222
24005401507,Windsor Mill, Baltimore, MD,0.0222
24510010400,Canton, Baltimore, MD,0.0221
24005402306,Windsor Mill, Baltimore, MD,0.021
24510260302,Belair - Edison, Baltimore, MD,0.0208
24005402405,Gwynn Oak, Baltimore, MD,0.0207
24005402304,Gwynn Oak, Baltimore, MD,0.0205
24510200100,Lexington, Baltimore, MD,0.0202
24510130600,Hampden, Baltimore, MD,0.0197
24510271002,Winston - Govans, Baltimore, MD,0.0195
24510090300,Ednor Gardens - Lakeside, Baltimore, MD,0.0188
24510270402,Glenham-Belford, Baltimore, MD,0.0187
24510150900,Windsor Hills, Baltimore, MD,0.0186
24510270702,Harford - Echodale - Perring Parkway, Baltimore, MD,0.0185
24510260102,Frankford, Baltimore, MD,0.0184
24510180300,Hollins Market, Baltimore, MD,0.0177
24510160500,Bridgeview-Greenlawn, Baltimore, MD,0.0174
24510250101,Beechfield, Baltimore, MD,0.0162
24510280102,Gwynn Oak, Baltimore, MD,0.0155
24510080102,Belair - Edison, Baltimore, MD,0.0143
24510150200,Sandtown-Winchester, Baltimore, MD,0.0142
24510250205,Lakeland, Baltimore, MD,0.0139
24510250303,Morrell Park, Baltimore, MD,0.0137
24510210200,Pigtown, Baltimore, MD,0.0132
24510180200,Poppleton, Baltimore, MD,0.0129
24510270102,Waltherson, Baltimore, MD,0.0124
24510240400,Riverside Park, Baltimore, MD,0.0124
24510271400,Evergreen, Baltimore, MD,0.0119
24510270600,Harford - Echodale - Perring Parkway, Baltimore, MD,0.0119
24510260501,Joseph Lee, Baltimore, MD,0.0115
24510270502,North Harford Road, Baltimore, MD,0.011
24510160600,Mosher, Baltimore, MD,0.0107
24003750201,Brooklyn, Baltimore, MD,0.0106
24510151100,East Arlington, Baltimore, MD,0.0102
24510130805,Cold Springs, Baltimore, MD,0.0102
24510270301,Lauraville, Baltimore, MD,0.0098
24005401506,Windsor Mill, Baltimore, MD,0.0097
24510280403,Westgate, Baltimore, MD,0.0096
24510250103,Violetville, Baltimore, MD,0.0088
24510010200,Patterson Park, Baltimore, MD,0.0088
24510280404,Irvington, Baltimore, MD,0.0088
24510151200,Park Circle, Baltimore, MD,0.0087
24510140100,Bolton Hill, Baltimore, MD,0.0085
24510270703,North Harford Road, Baltimore, MD,0.0083
24510270401,Glenham-Belford, Baltimore, MD,0.0081
24510190300,Mount Clare, Baltimore, MD,0.0076
24510260101,Cedmont, Baltimore, MD,0.0072
24510272007,Fallstaff, Baltimore, MD,0.0068
24510271102,Mid-Charles, Baltimore, MD,0.0068
24510080500,Darley Park, Baltimore, MD,0.0063
24510270804,Lake Walker, Baltimore, MD,0.0061
24510080101,Belair - Edison, Baltimore, MD,0.0056
24510250207,Cherry Hill, Baltimore, MD,0.0055
24510270902,Perring Loch, Baltimore, MD,0.0054
24510270200,Lauraville, Baltimore, MD,0.0054
24510150500,Burleith-Leighton, Baltimore, MD,0.0052
24510150400,Mondawmin, Baltimore, MD,0.005
24005402403,Gwynn Oak, Baltimore, MD,0.0047
24510271200,Homeland, Baltimore, MD,0.0042
24510272006,Glen, Baltimore, MD,0.0041
24510040100,Downtown, Baltimore, MD,0.0041
24510030100,Perkins Homes, Baltimore, MD,0.0041
24510271501,Mount Washington, Baltimore, MD,0.0041
24510250206,Morrell Park, Baltimore, MD,0.0036
24510190200,Pratt Monroe, Baltimore, MD,0.0035
24510261100,Canton, Baltimore, MD,0.0031
24510271101,Radnor - Winston, Baltimore, MD,0.0026
24510120100,Tuscany - Canterbury, Baltimore, MD,0.0026
24510130806,Woodberry, Baltimore, MD,0.0024
24510150701,Hanlon Longwood, Baltimore, MD,0.0021
24510250204,Cherry Hill, Baltimore, MD,0.0019
24510271300,Roland Park, Baltimore, MD,0.0019
24510272005,Cross Country, Baltimore, MD,0.0015
24510270101,Arcadia, Baltimore, MD,0.0013
24510261000,Patterson Park, Baltimore, MD,0.0007
24510271802,Langston Hughes, Baltimore, MD,0.0007
24510270801,Idlewood, Baltimore, MD,0.0006
24510130804,Hampden, Baltimore, MD,0.0006
24510020200,Upper Fells Point, Baltimore, MD,0.0005
24510250401,Brooklyn, Baltimore, MD,0.0001
24510120700,Remington, Baltimore, MD,0.0001
24510160300,Sandtown-Winchester, Baltimore, MD,0
24510270302,Waltherson, Baltimore, MD,0
24510260303,Claremont - Freedom, Baltimore, MD,0
24510150800,Garwyn Oaks, Baltimore, MD,0
24510250203,Cherry Hill, Baltimore, MD,0
24510280101,Reisterstown Station, Baltimore, MD,0
24510010300,Canton, Baltimore, MD,0
24510020300,Fells Point, Baltimore, MD,0
24510210100,Pigtown, Baltimore, MD,0
24005403202,Gwynn Oak, Baltimore, MD,0
24510130700,Hampden, Baltimore, MD,0
24510240200,Riverside, Baltimore, MD,0
24510160400,Midtown Edmondson, Baltimore, MD,0
24510260800,Baltimore Highlands, Baltimore, MD,0
24510120300,Harwood, Baltimore, MD,0
24510272004,Cheswolde, Baltimore, MD,0
24510070300,Milton - Montford, Baltimore, MD,0
24510130803,Medfield, Baltimore, MD,0
24510250402,Brooklyn, Baltimore, MD,0
24510200701,Allendale, Baltimore, MD,0
24510270501,Woodring, Baltimore, MD,0
24510040200,Downtown, Baltimore, MD,0
24510080600,Broadway East, Baltimore, MD,0
24510110200,Downtown, Baltimore, MD,0
24510260605,Medford - Broening, Baltimore, MD,0
24510270701,Harford - Echodale - Perring Parkway, Baltimore, MD,0
24510260401,Armistead Gardens, Baltimore, MD,0
24510010500,Upper Fells Point, Baltimore, MD,0
24510020100,Upper Fells Point, Baltimore, MD,0
