tract,Neighborhood,City,State,Incarceration_Rate_rP_gP_p25
24510240300,Riverside, Baltimore, MD,0.0508
24510150702,Walbrook, Baltimore, MD,0.0507
24510280101,Reisterstown Station, Baltimore, MD,0.0505
24510260203,Frankford, Baltimore, MD,0.0504
24510160100,Harlem Park, Baltimore, MD,0.0503
24510151300,Central Park Heights, Baltimore, MD,0.0502
24510260101,Cedmont, Baltimore, MD,0.0501
24510160500,Bridgeview-Greenlawn, Baltimore, MD,0.05
24510150800,Garwyn Oaks, Baltimore, MD,0.0499
24510170100,Downtown, Baltimore, MD,0.0496
24510080600,Broadway East, Baltimore, MD,0.0486
24510080101,Belair - Edison, Baltimore, MD,0.0477
24510151000,Dorchester, Baltimore, MD,0.0474
24510250401,Brooklyn, Baltimore, MD,0.0469
24510270301,Lauraville, Baltimore, MD,0.0464
24510270804,Lake Walker, Baltimore, MD,0.0459
24510160600,Mosher, Baltimore, MD,0.0459
24510240400,Riverside Park, Baltimore, MD,0.0457
24510200800,Irvington, Baltimore, MD,0.0452
24510160400,Midtown Edmondson, Baltimore, MD,0.045
24510260800,Baltimore Highlands, Baltimore, MD,0.0449
24510110200,Downtown, Baltimore, MD,0.0446
24510270102,Waltherson, Baltimore, MD,0.0438
24510090400,Better Waverly, Baltimore, MD,0.0424
24005402303,Windsor Mill, Baltimore, MD,0.0422
24510270901,New Northwood, Baltimore, MD,0.0422
24005401302,Gwynn Oak, Baltimore, MD,0.0417
24510151100,East Arlington, Baltimore, MD,0.0413
24510250500,Curtis Bay, Baltimore, MD,0.0412
24005401506,Windsor Mill, Baltimore, MD,0.0404
24510270801,Idlewood, Baltimore, MD,0.0403
24510010500,Upper Fells Point, Baltimore, MD,0.0403
24510260700,Fifteenth Street, Baltimore, MD,0.0402
24510280200,Gwynn Oak, Baltimore, MD,0.0401
24510280301,Gwynn Oak, Baltimore, MD,0.0395
24510090300,Ednor Gardens - Lakeside, Baltimore, MD,0.039
24510150400,Mondawmin, Baltimore, MD,0.0385
24005402304,Gwynn Oak, Baltimore, MD,0.0384
24510280404,Irvington, Baltimore, MD,0.0384
24510230300,South Baltimore, Baltimore, MD,0.038
24510270200,Lauraville, Baltimore, MD,0.038
24510261000,Patterson Park, Baltimore, MD,0.0374
24510260401,Armistead Gardens, Baltimore, MD,0.0374
24510240100,Locust Point, Baltimore, MD,0.0372
24005402306,Windsor Mill, Baltimore, MD,0.0355
24510010200,Patterson Park, Baltimore, MD,0.0354
24510110100,Downtown, Baltimore, MD,0.0353
24510180300,Hollins Market, Baltimore, MD,0.0352
24510120700,Remington, Baltimore, MD,0.035
24510270401,Glenham-Belford, Baltimore, MD,0.0347
24510280500,Pleasant View Gardens, Baltimore, MD,0.0345
24005402403,Gwynn Oak, Baltimore, MD,0.0345
24510010100,Canton, Baltimore, MD,0.0333
24510260501,Joseph Lee, Baltimore, MD,0.0326
24510030100,Perkins Homes, Baltimore, MD,0.0324
24510271802,Langston Hughes, Baltimore, MD,0.0316
24510270805,Mid-Govans, Baltimore, MD,0.0311
24510040100,Downtown, Baltimore, MD,0.0284
24510250103,Violetville, Baltimore, MD,0.0278
24003750201,Brooklyn, Baltimore, MD,0.0277
24510270702,Harford - Echodale - Perring Parkway, Baltimore, MD,0.0277
24510130803,Medfield, Baltimore, MD,0.0274
24510210200,Pigtown, Baltimore, MD,0.0274
24510260605,Medford - Broening, Baltimore, MD,0.0262
24510090500,Better Waverly, Baltimore, MD,0.026
24510090200,Ednor Gardens - Lakeside, Baltimore, MD,0.0258
24510150500,Burleith-Leighton, Baltimore, MD,0.0258
24510200701,Allendale, Baltimore, MD,0.0241
24510272007,Fallstaff, Baltimore, MD,0.0226
24510271101,Radnor - Winston, Baltimore, MD,0.0224
24510250206,Morrell Park, Baltimore, MD,0.0219
24510270803,Loch Raven, Baltimore, MD,0.0217
24510260404,Baltimore Highlands, Baltimore, MD,0.0211
24510270502,North Harford Road, Baltimore, MD,0.0202
24005401507,Windsor Mill, Baltimore, MD,0.02
24510020200,Upper Fells Point, Baltimore, MD,0.0181
24510010300,Canton, Baltimore, MD,0.0177
24510280403,Westgate, Baltimore, MD,0.0176
24510270302,Waltherson, Baltimore, MD,0.017
24510270703,North Harford Road, Baltimore, MD,0.0163
24510240200,Riverside, Baltimore, MD,0.0159
24510040200,Downtown, Baltimore, MD,0.0119
24510030200,Little Italy, Baltimore, MD,0.0111
24510130804,Hampden, Baltimore, MD,0.0107
24510130700,Hampden, Baltimore, MD,0.0103
24510271300,Roland Park, Baltimore, MD,0.0099
24510272005,Cross Country, Baltimore, MD,0.0098
24510130600,Hampden, Baltimore, MD,0.0087
24510270402,Glenham-Belford, Baltimore, MD,0.0067
24510270600,Harford - Echodale - Perring Parkway, Baltimore, MD,0.0015
24510271200,Homeland, Baltimore, MD,0.0004
24510260303,Claremont - Freedom, Baltimore, MD,0
24510272006,Glen, Baltimore, MD,0
24510020300,Fells Point, Baltimore, MD,0
24510261100,Canton, Baltimore, MD,0
24510120100,Tuscany - Canterbury, Baltimore, MD,0
24510271501,Mount Washington, Baltimore, MD,0
24510130805,Cold Springs, Baltimore, MD,0
24510271102,Mid-Charles, Baltimore, MD,0
